Year,Company,Model,Transmission,Kms_Driven,ownership,Fuel_Type,Passing,Area,Price
2017,Honda,City,Manual,112619,1st Owner,Petrol,TN-12,Chennai,768000
2016,Honda,Jazz,Manual,77501,3rd Owner,Petrol,KA-02,Bengaluru,572000
2017,Honda,City,Automatic,58989,1st Owner,Petrol,DL-14,Gurugram,913000
2018,Honda,Amaze,Manual,50853,1st Owner,Petrol,GJ-27,Ahmedabad,527000
2014,Honda,Brio,Manual,46390,1st Owner,Petrol,GJ-05,Surat,371000
2021,Honda,City,Automatic,39858,1st Owner,Petrol,KA-01,Bengaluru,1325000
2016,Honda,Jazz,Manual,44688,1st Owner,Petrol,MH-12,Pune,536000
2014,Honda,Amaze,Manual,59997,2nd Owner,Petrol,DL-9C,New Delhi,357000
2018,Honda,City,Automatic,66399,1st Owner,Petrol,KA-04,Bengaluru,900000
2022,Honda,Amaze,Manual,45915,1st Owner,Petrol,MH-12,Pune,874000
2017,Honda,City,Manual,59373,1st Owner,Diesel,KA-04,Bengaluru,1014000
2017,Honda,City,Automatic,70461,1st Owner,Petrol,TN-22,Chennai,791000
2016,Honda,City,Automatic,114119,1st Owner,Petrol,TN-09,Chennai,614000
2016,Honda,Jazz,Manual,78782,1st Owner,Petrol,KA-51,Bengaluru,605000
2011,Honda,City,Manual,71596,1st Owner,Petrol,HR-26,Faridabad,313000
2021,Honda,Jazz,Automatic,53546,1st Owner,Petrol,MH-46,Mumbai,828000
2019,Honda,Amaze,Automatic,53409,1st Owner,Petrol,DL-1C,Noida,748000
2012,Honda,Brio,Manual,57115,2nd Owner,Petrol,KA-03,Bengaluru,347000
2012,Honda,Brio,Manual,40439,1st Owner,Petrol,AP-09,Hyderabad,369000
2017,Honda,City,Automatic,74599,2nd Owner,CNG,DL-1C,Ghaziabad,817000
2018,Honda,Jazz,Manual,35099,1st Owner,Petrol,GJ-01,Ahmedabad,610000
2021,Honda,WR-V,Manual,71880,1st Owner,Diesel,TN-13,Chennai,1026000
2015,Honda,Jazz,Automatic,96896,1st Owner,Petrol,KA-02,Bengaluru,577000
2017,Honda,Jazz,Automatic,69054,1st Owner,Petrol,KA-05,Bengaluru,675000
2012,Honda,Brio,Manual,90184,1st Owner,Petrol,AP-28,Hyderabad,345000
2017,Honda,Jazz,Automatic,74151,2nd Owner,Petrol,MH-12,Pune,676000
2016,Honda,Jazz,Manual,65072,1st Owner,Petrol,KA-01,Bengaluru,694000
2018,Honda,Brio,Manual,42347,1st Owner,CNG,GJ-06,Ahmedabad,517000
2015,Honda,City,Automatic,64767,2nd Owner,Petrol,UP-32,Noida,682000
2015,Honda,Brio,Manual,65394,1st Owner,Petrol,KA-03,Bengaluru,455200
2018,Honda,Brio,Manual,14382,2nd Owner,Petrol,GJ-01,Ahmedabad,508000
2019,Honda,City,Automatic,35877,1st Owner,Petrol,GJ-01,Ahmedabad,916000
2017,Honda,Jazz,Automatic,50359,1st Owner,Petrol,KA-04,Bengaluru,696000
2019,Honda,Amaze,Manual,95141,1st Owner,Diesel,TN-18,Chennai,796000
2018,Honda,Jazz,Manual,102256,2nd Owner,Diesel,TS-07,Hyderabad,661000
2018,Honda,Jazz,Automatic,71165,2nd Owner,Petrol,KA-04,Bengaluru,690000
2021,Honda,Jazz,Manual,35562,1st Owner,Petrol,KA-20,Bengaluru,850000
2014,Honda,Amaze,Manual,57786,3rd Owner,Diesel,GJ-01,Ahmedabad,336000
2015,Honda,Amaze,Manual,45679,2nd Owner,Diesel,HR-30,Noida,343000
2013,Honda,City,Manual,58055,2nd Owner,Petrol,KA-20,Bengaluru,430000
2010,Honda,City,Manual,114653,1st Owner,Petrol,DL-9C,New Delhi,190000
2014,Honda,Amaze,Manual,60366,1st Owner,Petrol,MH-02,Nagpur,333000
2013,Honda,Accord,Manual,97106,1st Owner,Petrol,DL-4C,New Delhi,511000
2013,Honda,Amaze,Manual,87589,1st Owner,Diesel,AP-29,Hyderabad,394000
2013,Honda,Amaze,Manual,45517,1st Owner,Diesel,AP-28,Hyderabad,413000
2015,Honda,City,Manual,90330,2nd Owner,Diesel,TS-09,Hyderabad,483000
2018,Honda,Amaze,Manual,65411,1st Owner,Diesel,BR-01,Patna,491000
2014,Honda,Amaze,Manual,75168,3rd Owner,Diesel,TN-01,Chennai,395000
2015,Honda,Amaze,Automatic,105518,3rd Owner,Petrol,TS-07,Hyderabad,400000
2021,Honda,City,Automatic,9438,1st Owner,Petrol,HR-51,Gurugram,1395000
2018,Honda,Amaze,Manual,77588,1st Owner,CNG,DL-3C,Noida,470000
2019,Honda,WR-V,Manual,45978,2nd Owner,Diesel,TS-16,Hyderabad,755000
2014,Honda,City,Manual,69166,1st Owner,Diesel,PB-10,Ludhiana,413000
2012,Honda,City,Manual,69952,2nd Owner,Petrol,MH-01,Navi Mumbai,310000
2011,Honda,City,Manual,45542,1st Owner,Petrol,MH-02,Mumbai,332000
2018,Honda,WR-V,Manual,27043,2nd Owner,Petrol,TS-36,Hyderabad,679000
2014,Honda,City,Manual,91771,2nd Owner,Diesel,MH-15,Mumbai,488000
2015,Honda,Amaze,Manual,87722,1st Owner,Diesel,KA-05,Bengaluru,448000
2010,Honda,City,Manual,114432,2nd Owner,Petrol,MH-04,Mumbai,257000
2017,Honda,City,Manual,38854,1st Owner,Petrol,MP-04,Lasudia Mori,684000
2013,Honda,Amaze,Manual,80183,3rd Owner,Petrol,MH-04,Mumbai,287000
2015,Honda,City,Manual,83307,3rd Owner,Petrol,TN-19,Chennai,592000
2010,Honda,City,Manual,72260,1st Owner,Petrol,CH-01,Chandigarh,282000
2013,Honda,City,Manual,69277,1st Owner,Petrol,MH-04,Nasik,384000
2012,Honda,Brio,Manual,54288,1st Owner,Petrol,HR-51,Gurugram,229000
2016,Honda,Brio,Manual,34456,1st Owner,Petrol,MH-03,Pune,366000
2013,Honda,Amaze,Manual,18547,1st Owner,Petrol,MH-12,Pune,368000
2020,Honda,City,Automatic,25960,1st Owner,Petrol,GJ-01,Ahmedabad,968000
2015,Honda,Jazz,Manual,78770,2nd Owner,Diesel,GJ-15,Ahmedabad,415000
2016,Honda,Amaze,Manual,23808,1st Owner,Petrol,WB-02,Kolkata,326000
2014,Honda,City,Manual,76739,2nd Owner,CNG,GJ-26,Surat,535000
2014,Honda,Amaze,Manual,77710,2nd Owner,Diesel,KA-04,Bengaluru,393000
2012,Honda,City,Manual,79541,1st Owner,Petrol,TN-07,Chennai,418000
2014,Honda,City,Automatic,91412,2nd Owner,Petrol,TN-14,Coimbatore,545000
2011,Honda,City,Automatic,56389,2nd Owner,Petrol,DL-3C,New Delhi,316000
2013,Honda,Brio,Manual,44323,2nd Owner,Petrol,KA-03,Bengaluru,317000
2013,Honda,City,Manual,54838,1st Owner,Petrol,MH-01,Nasik,348000
2017,Honda,City,Manual,90480,1st Owner,Petrol,UP-32,Lucknow,677000
2018,Honda,City,Manual,35528,1st Owner,CNG,MH-14,Pune,786350
2018,Honda,Amaze,Manual,63385,1st Owner,Petrol,RJ-18,Mansarovar,502000
2015,Honda,City,Manual,81236,1st Owner,Petrol,WB-02,Kolkata,398000
2015,Honda,Brio,Manual,88555,1st Owner,Petrol,TN-12,Chennai,368000
2019,Honda,Amaze,Manual,20752,1st Owner,Petrol,DL-4C,Gurugram,578000
2013,Honda,City,Manual,73371,1st Owner,Petrol,HR-29,New Delhi,398000
2019,Honda,Amaze,Manual,34715,2nd Owner,Petrol,TN-09,Chennai,610000
2012,Honda,Brio,Manual,110366,1st Owner,Petrol,KL-62,Kochi,312000
2015,Honda,CRV,Automatic,54873,2nd Owner,Petrol,MH-03,Mumbai,964000
2018,Honda,Amaze,Manual,77696,1st Owner,Petrol,MH-49,Nagpur,585000
2014,Honda,City,Manual,37717,1st Owner,Petrol,MH-02,Mumbai,519000
2019,Honda,Amaze,Automatic,63920,1st Owner,Diesel,GJ-01,Ahmedabad,750000
2017,Honda,Amaze,Manual,65396,2nd Owner,Petrol,RJ-23,Mansarovar,446000
2016,Honda,Amaze,Manual,72233,1st Owner,Petrol,MH-49,Pune,429000
2013,Honda,Amaze,Manual,48347,1st Owner,Diesel,WB-02,Kolkata,272000
2020,Honda,Amaze,Automatic,28765,1st Owner,Diesel,GJ-18,Ahmedabad,873000
2017,Honda,City,Manual,68137,1st Owner,Petrol,TN-07,Chennai,737000
2015,Honda,City,Manual,80445,3rd Owner,Diesel,MH-31,Nagpur,517000
2010,Honda,City,Manual,60713,1st Owner,Petrol,DL-4C,Noida,252000
2016,Honda,Jazz,Manual,39212,2nd Owner,Petrol,MH-03,Pune,412000
2015,Honda,City,Manual,47609,1st Owner,Petrol,KA-01,Bengaluru,614000
2019,Honda,WR-V,Manual,64460,3rd Owner,Diesel,MH-11,Pune,751000
2010,Honda,City,Manual,120332,1st Owner,Petrol,TN-07,Chennai,397000
2013,Honda,Amaze,Manual,76062,2nd Owner,Petrol,DL-13,Noida,287000
2018,Honda,Amaze,Manual,58531,1st Owner,Diesel,TS-08,Hyderabad,614350
2015,Honda,Jazz,Manual,98051,1st Owner,Diesel,MH-47,Pune,467000
2014,Honda,Amaze,Manual,39530,1st Owner,Petrol,DL-8C,Noida,387000
2015,Honda,Jazz,Manual,72596,3rd Owner,Petrol,MH-47,Mumbai,437000
2016,Honda,City,Automatic,84296,2nd Owner,CNG,MH-02,Mumbai,686000
2015,Honda,Amaze,Manual,102002,1st Owner,Diesel,TN-73,Chennai,478700
2020,Honda,City,Manual,20103,1st Owner,Petrol,GJ-01,Surat,1191000
2012,Honda,Brio,Manual,62731,1st Owner,Petrol,MH-01,Mumbai,268000
2020,Honda,Amaze,Manual,15072,2nd Owner,Petrol,HR-26,Gurugram,642000
2021,Honda,City,Automatic,64402,1st Owner,Petrol,TS-09,Hyderabad,1137000
2022,Honda,Jazz,Automatic,11365,1st Owner,Petrol,TS-13,Hyderabad,947000
2014,Honda,Amaze,Manual,67654,1st Owner,Diesel,MH-43,Navi Mumbai,409000
2016,Honda,Brio,Manual,70316,3rd Owner,Petrol,MP-04,Lasudia Mori,364000
2021,Honda,WR-V,Manual,23861,1st Owner,Petrol,TN-14,Chennai,880000
2016,Honda,City,Manual,91128,1st Owner,Diesel,MH-04,Navi Mumbai,675000
2021,Honda,Jazz,Automatic,9952,1st Owner,Petrol,MH-14,Pune,891000
2021,Honda,Amaze,Manual,24008,1st Owner,Petrol,MH-12,Pune,798000
2016,Honda,Jazz,Manual,31130,1st Owner,Petrol,PB-08,Chandigarh,461000
2014,Honda,Amaze,Manual,88392,1st Owner,Diesel,MP-04,Lasudia Mori,412600
2019,Honda,Amaze,Manual,44512,1st Owner,CNG,GJ-02,Ahmedabad,633000
2019,Honda,City,Automatic,46518,2nd Owner,Petrol,PB-10,Chandigarh,981000
2017,Honda,BR-V,Manual,88228,1st Owner,Petrol,GJ-01,Ahmedabad,737000
2015,Honda,Amaze,Manual,16206,2nd Owner,Petrol,TN-02,Chennai,431000
2014,Honda,Brio,Automatic,77469,1st Owner,Petrol,TN-14,Chennai,408000
2018,Honda,Amaze,Manual,56070,2nd Owner,Diesel,TN-14,Chennai,703000
2016,Honda,Amaze,Automatic,21999,1st Owner,Petrol,TN-04,Chennai,586000
2012,Honda,Brio,Manual,50076,1st Owner,Petrol,TN-22,Chennai,317000
2010,Honda,City,Manual,101161,1st Owner,Petrol,DL-3C,Gurugram,299000
2017,Honda,City,Manual,62577,1st Owner,Petrol,UP-16,Ghaziabad,736000
2013,Honda,Amaze,Manual,73399,1st Owner,Petrol,AP-23,Hyderabad,419000
2010,Honda,Civic,Manual,112814,1st Owner,Petrol,TS-08,Hyderabad,302000
2018,Honda,Amaze,Automatic,23990,2nd Owner,Petrol,MH-02,Pune,785000
2018,Honda,Amaze,Automatic,39409,1st Owner,Petrol,MH-05,Mumbai,752000
2014,Honda,City,Manual,94941,1st Owner,Petrol,MH-43,Mumbai,510000
2015,Honda,City,Manual,100774,3rd Owner,Diesel,KA-16,Bengaluru,553000
2013,Honda,Amaze,Manual,104067,1st Owner,Petrol,KA-03,Bengaluru,352000
2013,Honda,Brio,Manual,64742,2nd Owner,Petrol,KA-03,Bengaluru,366000
2013,Honda,City,Automatic,91854,1st Owner,Petrol,KA-03,Bengaluru,470000
2010,Honda,City,Automatic,98832,3rd Owner,Petrol,KA-53,Bengaluru,311000
2018,Honda,City,Automatic,13794,1st Owner,Petrol,DL-14,Faridabad,976000
2017,Renault,Kwid,Manual,62029,1st Owner,Petrol,MH-47,Mumbai,302000
2017,Renault,Kwid,Manual,42442,2nd Owner,Petrol,RJ-02,Mansarovar,275000
2013,Renault,Duster,Manual,92379,1st Owner,Diesel,RJ-14,Jaipur,362000
2018,Renault,Kwid,Automatic,71789,1st Owner,Petrol,KA-05,Bengaluru,406000
2019,Renault,Kwid,Manual,70727,1st Owner,Petrol,GJ-05,Surat,320000
2022,Renault,TRIBER,Manual,26457,1st Owner,Petrol,TN-05,Chennai,761000
2016,Renault,Kwid,Manual,68988,2nd Owner,Petrol,MH-48,Pune,289000
2014,Renault,Duster,Manual,94879,1st Owner,Diesel,TS-07,Hyderabad,454000
2021,Renault,Kwid,Automatic,24619,2nd Owner,Petrol,TN-14,Chennai,531000
2017,Renault,Kwid,Manual,52703,1st Owner,Petrol,HR-36,Faridabad,279000
2019,Renault,Kwid,Automatic,51237,2nd Owner,Petrol,TS-15,Hyderabad,449000
2018,Renault,Kwid,Manual,13040,1st Owner,Petrol,GJ-05,Surat,304000
2018,Renault,Kwid,Manual,30412,2nd Owner,Petrol,GJ-05,Ahmedabad,375000
2019,Renault,Kwid,Manual,25085,1st Owner,Petrol,DL-3C,Noida,363000
2022,Renault,TRIBER,Manual,23326,1st Owner,Petrol,PB-70,Chandigarh,768000
2019,Renault,TRIBER,Manual,62391,1st Owner,Petrol,HR-13,Chandigarh,462000
2018,Renault,Kwid,Manual,42155,2nd Owner,Petrol,UP-78,Lucknow,319000
2021,Renault,Kiger,Manual,16466,1st Owner,Petrol,TS-09,Hyderabad,637750
2021,Renault,Kiger,Automatic,2634,1st Owner,Petrol,UP-16,Noida,920000
2020,Renault,TRIBER,Manual,29900,1st Owner,Petrol,RJ-21,Mansarovar,512000
2018,Renault,Kwid,Manual,20207,1st Owner,Petrol,KL-39,Kochi,373000
2022,Renault,Kwid,Manual,14023,1st Owner,Petrol,TN-02,Chennai,479000
2021,Renault,Kiger,Manual,8434,1st Owner,Petrol,KA-02,Bengaluru,786000
2018,Renault,Kwid,Manual,34159,2nd Owner,Petrol,RJ-45,Mansarovar,303000
2017,Renault,Kwid,Automatic,24530,1st Owner,Petrol,TS-07,Hyderabad,390000
2016,Renault,Duster,Manual,54475,1st Owner,Diesel,HR-26,Chandigarh,497000
2019,Renault,Kwid,Manual,21722,1st Owner,Petrol,KA-03,Bengaluru,416000
2019,Renault,TRIBER,Manual,32435,1st Owner,Petrol,MH-43,Mumbai,612000
2022,Renault,TRIBER,Manual,2648,1st Owner,Petrol,GJ-02,Ahmedabad,806000
2017,Renault,Kwid,Automatic,47400,2nd Owner,Petrol,TN-64,Coimbatore,378000
2019,Renault,Kwid,Manual,12873,1st Owner,Petrol,WB-12,Kolkata,390000
2021,Renault,Kiger,Manual,47055,1st Owner,Petrol,TS-09,Hyderabad,679000
2016,Renault,Duster,Manual,71788,1st Owner,Diesel,DL-8C,Noida,522000
2012,Renault,Duster,Manual,95407,2nd Owner,Diesel,MH-04,Pune,446000
2018,Renault,Kwid,Manual,52063,1st Owner,Petrol,CH-01,Chandigarh,329000
2019,Renault,Kwid,Manual,11722,1st Owner,Petrol,TN-11,Chennai,403000
2018,Renault,Kwid,Manual,16156,1st Owner,Petrol,GJ-05,Surat,374000
2020,Renault,Kwid,Manual,14156,1st Owner,Petrol,GJ-06,Ahmedabad,393000
2017,Renault,Duster,Automatic,81719,1st Owner,Diesel,KA-05,Bengaluru,740000
2017,Renault,Kwid,Automatic,97675,1st Owner,Petrol,MH-03,Nasik,343000
2019,Renault,TRIBER,Manual,31085,1st Owner,Petrol,RJ-02,Jaipur,519750
2019,Renault,TRIBER,Manual,68616,1st Owner,Petrol,MH-12,Pune,609000
2021,Renault,Kiger,Manual,9759,1st Owner,Petrol,DL-3C,New Delhi,870000
2021,Renault,Kwid,Manual,25312,1st Owner,Petrol,GJ-03,Rajkot,403000
2016,Renault,Kwid,Manual,37235,2nd Owner,Petrol,TN-66,Coimbatore,331000
2018,Renault,Kwid,Manual,29472,1st Owner,Petrol,UP-52,Lucknow,324000
2015,Renault,Kwid,Manual,22677,1st Owner,Petrol,KA-05,Bengaluru,345000
2021,Renault,Kiger,Manual,15991,1st Owner,Petrol,DL-3C,New Delhi,745000
2021,Renault,Kiger,Manual,45459,1st Owner,Petrol,HR-76,New Delhi,737000
2020,Renault,TRIBER,Manual,89824,1st Owner,Petrol,TS-33,Hyderabad,630000
2018,Renault,Kwid,Manual,57389,1st Owner,Petrol,DL-1C,Noida,345000
2018,Renault,Kwid,Manual,85458,1st Owner,Petrol,KA-20,Bengaluru,347000
2016,Renault,Kwid,Manual,42167,2nd Owner,Petrol,TN-12,Chennai,325000
2019,Renault,Kwid,Manual,38183,1st Owner,Petrol,DL-5C,Faridabad,413000
2020,Renault,TRIBER,Manual,71240,1st Owner,Petrol,KA-03,Bengaluru,595000
2017,Renault,Kwid,Manual,61374,1st Owner,Petrol,MH-46,Navi Mumbai,315000
2017,Renault,Kwid,Automatic,30879,1st Owner,Petrol,MH-03,Nagpur,364000
2017,Renault,Kwid,Manual,62810,3rd Owner,Petrol,MH-17,Pune,334000
2017,Renault,Kwid,Manual,34736,1st Owner,Petrol,MH-48,Mumbai,321000
2017,Renault,Kwid,Manual,85831,1st Owner,Petrol,KL-22,Kochi,279000
2021,Renault,TRIBER,Manual,18772,1st Owner,Petrol,DL-8C,Gurugram,598000
2022,Renault,TRIBER,Automatic,4196,1st Owner,Petrol,DL-12,New Delhi,794000
2021,Renault,Kiger,Manual,12233,1st Owner,Petrol,KA-04,Bengaluru,780000
2020,Renault,Kwid,Manual,41366,2nd Owner,Petrol,BR-01,Patna,362000
2017,Renault,Kwid,Automatic,52528,1st Owner,Petrol,MH-16,Pune,394000
2017,Renault,Kwid,Automatic,52520,2nd Owner,Petrol,KA-04,Bengaluru,385000
2020,Renault,Kwid,Manual,13250,1st Owner,Petrol,HR-26,Faridabad,440000
2016,Renault,Duster,Manual,57282,1st Owner,Diesel,WB-06,Kolkata,646750
2014,Renault,Duster,Manual,52550,1st Owner,Diesel,MH-02,Pune,625000
2022,Renault,Kiger,Manual,21838,1st Owner,Petrol,UP-32,Lucknow,662000
2019,Renault,TRIBER,Manual,33853,1st Owner,Petrol,GJ-27,Ahmedabad,612000
2017,Renault,Captur,Manual,86533,1st Owner,Diesel,UP-14,Lucknow,542000
2021,Renault,TRIBER,Manual,12549,1st Owner,Petrol,CH-01,Chandigarh,700000
2019,Renault,Kwid,Manual,5848,1st Owner,Petrol,DL-12,Noida,420000
2021,Renault,Kwid,Automatic,10605,1st Owner,Petrol,MH-15,Nagpur,478000
2019,Renault,Duster,Automatic,5933,1st Owner,Petrol,TS-11,Hyderabad,852000
2019,Renault,Kwid,Manual,19797,1st Owner,Petrol,DL-8C,New Delhi,344000
2017,Renault,Kwid,Manual,46351,2nd Owner,Petrol,MH-12,Pune,325000
2021,Renault,Kiger,Manual,14598,1st Owner,Petrol,KA-04,Bengaluru,814000
2017,Renault,Duster,Manual,64156,1st Owner,Diesel,UP-32,Lucknow,746000
2016,Renault,Duster,Automatic,56156,1st Owner,Diesel,UP-16,Lucknow,548000
2021,Renault,Kiger,Manual,51670,1st Owner,Petrol,TS-08,Hyderabad,759000
2021,Renault,Kwid,Automatic,12247,1st Owner,Petrol,WB-02,Kolkata,522000
2016,Renault,Duster,Manual,100583,1st Owner,Diesel,HR-26,Chandigarh,492000
2021,Renault,Kwid,Automatic,31945,2nd Owner,Petrol,UP-32,Lucknow,518000
2021,Renault,Kwid,Manual,31433,1st Owner,Petrol,HR-26,Noida,405000
2021,Renault,Kiger,Manual,20044,1st Owner,Petrol,KA-04,Bengaluru,675000
2021,Renault,Kwid,Manual,20542,1st Owner,Petrol,GJ-12,Rajkot,483000
2018,Renault,Kwid,Automatic,37166,1st Owner,Petrol,KA-41,Bengaluru,446000
2019,Renault,Kwid,Manual,12153,1st Owner,Petrol,DL-12,Gurugram,444000
2017,Renault,Duster,Manual,66718,2nd Owner,Petrol,KA-41,Bengaluru,688000
2020,Renault,Kwid,Automatic,20248,1st Owner,Petrol,KA-04,Bengaluru,582000
2019,Renault,TRIBER,Manual,102395,1st Owner,Petrol,DL-8C,Noida,522000
2021,Renault,TRIBER,Manual,24236,1st Owner,Petrol,PB-70,Chandigarh,677000
2019,Renault,Kwid,Manual,37465,1st Owner,Petrol,TS-28,Hyderabad,429650
2020,Renault,TRIBER,Automatic,7922,1st Owner,Petrol,KA-03,Bengaluru,750000
2020,Renault,Kwid,Manual,25023,1st Owner,Petrol,DL-9C,Noida,378000
2021,Renault,Kiger,Manual,13481,1st Owner,Petrol,MP-04,Lasudia Mori,789000
2018,Renault,Kwid,Automatic,34430,2nd Owner,Petrol,TS-07,Hyderabad,420350
2017,Renault,Kwid,Automatic,45933,2nd Owner,Petrol,GJ-05,Surat,340000
2016,Renault,Duster,Manual,94226,2nd Owner,Diesel,UP-53,Lucknow,582000
2019,Renault,TRIBER,Manual,10175,1st Owner,Petrol,WB-10,Kolkata,614000
2019,Renault,Kwid,Manual,37478,1st Owner,Petrol,RJ-45,Mansarovar,343000
2017,Renault,Kwid,Automatic,28675,1st Owner,Petrol,GJ-05,Surat,337000
2021,Renault,Kwid,Manual,17102,1st Owner,Petrol,MH-29,Nagpur,430000
2019,Renault,Kwid,Manual,16174,1st Owner,Petrol,DL-12,Gurugram,421000
2017,Renault,Kwid,Automatic,53464,1st Owner,Petrol,MH-12,Pune,452000
2021,Renault,Duster,Manual,7166,1st Owner,Petrol,KA-03,Bengaluru,1009000
2018,Renault,Kwid,Manual,77605,1st Owner,Petrol,GJ-05,Surat,345000
2020,Renault,TRIBER,Manual,25179,2nd Owner,Petrol,KA-02,Bengaluru,619000
2021,Renault,Kiger,Manual,32673,1st Owner,Petrol,MH-12,Pune,863000
2016,Renault,Duster,Manual,93415,1st Owner,Diesel,GJ-27,Ahmedabad,608000
2014,Renault,Pulse,Manual,83271,1st Owner,Diesel,KA-51,Bengaluru,346000
2021,Renault,Kiger,Manual,23725,1st Owner,Petrol,BR-01,Patna,521000
2017,Renault,Kwid,Manual,24810,2nd Owner,Petrol,KA-05,Bengaluru,376000
2021,Renault,Kiger,Manual,14463,1st Owner,Petrol,KA-03,Bengaluru,912000
2019,Renault,Kwid,Manual,14052,1st Owner,Petrol,HR-72,Gurugram,425000
2018,Renault,Kwid,Manual,9889,1st Owner,Petrol,DL-12,Noida,350000
2020,Renault,Kwid,Manual,44904,2nd Owner,Petrol,HR-29,New Delhi,390000
2021,Renault,Kiger,Manual,9862,2nd Owner,Petrol,RJ-18,Mansarovar,815000
2019,Renault,Kwid,Manual,38825,1st Owner,Petrol,WB-02,Kolkata,392000
2018,Renault,Kwid,Manual,37418,2nd Owner,Petrol,KA-53,Bengaluru,402000
2020,Renault,Kwid,Manual,56485,1st Owner,Petrol,KA-15,Bengaluru,412000
2018,Renault,Kwid,Manual,57700,2nd Owner,Petrol,GJ-01,Surat,338000
2019,Renault,Kwid,Manual,73578,1st Owner,Petrol,WB-20,Kolkata,388000
2021,Renault,Kwid,Manual,41968,1st Owner,Petrol,KA-50,Bengaluru,489000
2021,Renault,TRIBER,Manual,18132,1st Owner,Petrol,DL-3C,New Delhi,692000
2016,Renault,Duster,Automatic,118214,2nd Owner,Diesel,TS-10,Hyderabad,671000
2022,Renault,Kiger,Manual,15616,1st Owner,Petrol,GJ-19,Surat,787000
2021,Renault,TRIBER,Automatic,18023,1st Owner,Petrol,TS-08,Hyderabad,714000
2022,Renault,Kiger,Manual,4716,1st Owner,Petrol,RJ-45,Jaipur,704000
2021,Renault,Kwid,Manual,9008,1st Owner,Petrol,BR-01,Patna,483000
2021,Renault,Kiger,Automatic,11244,1st Owner,Petrol,UP-13,Noida,792000
2019,Renault,Kwid,Manual,40481,1st Owner,Petrol,WB-26,Kolkata,378000
2019,Renault,Kwid,Manual,29306,1st Owner,Petrol,TN-22,Chennai,489000
2021,Renault,Kiger,Automatic,41984,1st Owner,Petrol,HR-19,Faridabad,639000
2021,Renault,Kwid,Manual,26757,1st Owner,Petrol,GJ-01,Ahmedabad,446000
2022,Renault,TRIBER,Manual,4614,1st Owner,Petrol,TN-11,Chennai,807000
2021,Renault,Kwid,Automatic,20090,1st Owner,Petrol,MH-04,Mumbai,503000
2017,Renault,Duster,Automatic,48719,2nd Owner,Petrol,KA-03,Bengaluru,715000
2016,Renault,Kwid,Manual,49451,2nd Owner,Petrol,MH-14,Pune,369000
2017,Renault,Duster,Manual,60965,1st Owner,Diesel,KA-05,Bengaluru,868000
2021,Renault,Kiger,Manual,19706,2nd Owner,Petrol,RJ-18,Mansarovar,786000
2021,Renault,Duster,Manual,7353,1st Owner,Petrol,HR-98,Gurugram,1117000
2021,Renault,Kwid,Automatic,23628,1st Owner,Petrol,KA-09,Bengaluru,525000
2019,Renault,Kwid,Manual,31850,1st Owner,Petrol,RJ-28,Mansarovar,357000
2021,Renault,Kiger,Manual,37121,1st Owner,Petrol,TS-08,Hyderabad,798000
2020,Renault,Duster,Manual,30241,1st Owner,Petrol,TS-09,Hyderabad,998000
2021,Renault,Kwid,Automatic,17585,1st Owner,Petrol,HR-98,New Delhi,485000
2021,Renault,Kiger,Automatic,16082,1st Owner,Petrol,KA-04,Bengaluru,1003000
2018,Renault,Kwid,Manual,34821,1st Owner,Petrol,GJ-05,Surat,364000
2018,Renault,Kwid,Automatic,74022,2nd Owner,Petrol,KA-53,Bengaluru,396000
2019,Renault,Kwid,Automatic,66740,1st Owner,Petrol,GJ-05,Surat,401000
2018,Renault,Duster,Automatic,75114,2nd Owner,Diesel,HR-26,Faridabad,705000
2021,Renault,Kwid,Automatic,17847,1st Owner,Petrol,DL-10,Ghaziabad,531000
2021,Renault,Kiger,Manual,20537,2nd Owner,Petrol,GJ-15,Ahmedabad,670000
2019,Renault,Duster,Manual,44293,1st Owner,Diesel,TS-06,Hyderabad,1020000
2016,Renault,Duster,Automatic,56003,2nd Owner,Diesel,KA-01,Bengaluru,767000
2021,Renault,Kiger,Automatic,13505,1st Owner,Petrol,TS-07,Hyderabad,981000
2021,Renault,Kwid,Automatic,21575,1st Owner,Petrol,MH-05,Mumbai,510000
2019,Renault,TRIBER,Manual,24945,1st Owner,Petrol,TN-19,Chennai,626000
2018,Renault,Kwid,Manual,48950,2nd Owner,Petrol,GJ-27,Surat,342000
2018,Renault,Kwid,Automatic,32016,2nd Owner,Petrol,KA-50,Bengaluru,483000
2020,Renault,Duster,Manual,11172,1st Owner,Petrol,KA-03,Bengaluru,1038000
2019,Renault,Duster,Automatic,25628,1st Owner,Diesel,HR-26,New Delhi,911000
2019,Renault,Kwid,Manual,26039,1st Owner,Petrol,KA-50,Bengaluru,472000
2018,Renault,Kwid,Manual,46656,1st Owner,Petrol,GJ-05,Surat,352000
2019,Renault,Kwid,Manual,37634,1st Owner,Petrol,TS-08,Hyderabad,413000
2016,Renault,Duster,Manual,52851,1st Owner,Diesel,GJ-16,Surat,573000
2021,Renault,Kwid,Manual,71306,1st Owner,Petrol,KA-02,Bengaluru,472000
2021,Renault,Duster,Manual,28035,1st Owner,Petrol,MH-14,Pune,1129000
2019,Renault,Kwid,Automatic,23439,1st Owner,Petrol,KA-05,Bengaluru,505000
2021,Renault,Kiger,Automatic,22637,1st Owner,Petrol,KA-50,Bengaluru,855000
