iter	RMSE
337	16997.42353
338	16983.79451
339	16974.62176
340	16964.6989
341	16952.72348
342	16944.03228
343	16930.13707
344	16919.89937
345	16910.58798
346	16892.66224
347	16881.62458
348	16861.58662
349	16844.10217
350	16835.83793
351	16827.86296
352	16818.29738
353	16810.53549
354	16803.0163
355	16783.76336
356	16773.48684
357	16763.86419
358	16742.1099
359	16735.16632
360	16728.40942
361	16720.093
362	16705.90101
363	16699.74541
364	16685.54902
365	16668.2332
366	16658.41655
367	16652.06691
368	16633.84165
369	16624.31381
370	16618.4003
371	16613.07847
372	16603.23559
373	16579.38467
374	16569.90184
375	16557.78222
376	16540.46043
377	16531.98407
378	16521.96232
379	16512.71313
380	16498.61236
381	16493.15899
382	16484.11979
383	16478.59323
384	16454.78395
385	16441.46959
386	16423.84589
387	16411.26176
388	16406.19036
389	16399.89822
390	16391.62196
391	16386.59002
392	16373.94667
393	16357.70653
394	16352.88187
395	16337.14648
396	16327.70515
397	16323.14552
398	16318.73076
399	16307.59948
400	16303.31617
401	16299.10773
402	16294.94679
403	16290.57491
404	16269.8963
405	16248.68034
406	16244.80077
407	16237.54387
408	16229.14516
409	16213.1692
410	16195.71346
411	16177.93961
412	16174.3867
413	16164.88934
414	16153.4413
415	16142.93015
416	16134.50378
417	16131.09535
418	16122.76667
419	16105.26342
420	16085.78537
421	16071.28463
422	16061.32256
423	16052.19344
424	16038.60835
425	16029.78527
426	16021.6045
427	16008.81253
428	16001.16279
429	15983.01045
430	15970.94071
431	15965.45671
432	15953.35528
433	15934.31002
434	15927.09333
435	15921.68475
436	15916.03528
437	15910.77744
438	15907.65497
439	15900.6413
440	15896.2423
441	15886.90495
442	15883.98087
443	15877.07307
444	15865.21982
445	15850.61929
446	15845.00115
447	15836.02708
448	15824.70533
449	15817.31105
450	15809.79183
451	15792.3747
452	15784.39029
453	15770.69811
454	15767.80391
455	15750.42202
456	15744.51611
457	15734.12576
458	15731.56268
459	15715.84545
460	15706.32343
461	15703.74629
462	15700.98263
463	15698.56805
464	15696.53855
465	15684.95851
466	15677.03101
467	15667.10856
468	15664.56605
469	15655.91603
470	15647.97225
471	15642.26235
472	15628.57612
473	15621.4172
474	15613.73482
475	15611.08686
476	15603.8124
477	15593.68569
478	15587.03708
479	15577.26502
480	15571.35922
481	15562.25967
482	15557.2066
483	15543.46735
484	15521.78958
485	15509.5014
486	15500.7666
487	15491.07064
488	15483.52893
489	15478.42177
490	15469.30903
491	15463.43279
492	15451.94631
493	15448.56765
494	15440.65395
495	15433.0161
496	15429.87782
497	15421.73065
498	15414.80471
499	15406.57539
500	15401.34016
501	15392.30084
502	15387.54193
503	15382.8866
504	15375.28489
505	15360.3144
506	15344.86084
507	15339.04287
508	15333.72066
509	15326.32251
510	15321.98437
511	15318.95692
512	15314.33022
513	15307.91286
514	15296.15241
515	15287.37935
516	15285.10537
517	15279.07273
518	15276.0532
519	15268.44115
520	15246.95397
521	15236.81077
522	15233.4772
523	15228.43149
524	15225.16146
525	15222.52413
526	15211.30874
527	15204.53982
528	15197.88117
529	15187.90213
530	15181.15822
531	15174.12017
532	15170.90438
533	15166.32408
534	15160.3411
535	15147.49814
536	15141.36817
537	15135.90359
538	15127.97415
539	15125.12388
540	15119.35105
541	15113.41215
542	15110.79505
543	15109.09167
544	15105.97517
545	15093.47967
546	15081.22839
547	15072.98519
548	15060.32214
549	15056.48447
550	15046.64795
551	15038.4576
552	15034.62144
553	15027.92702
554	15023.54818
555	15015.10429
556	15011.71737
557	15005.86753
558	14999.40549
559	14988.0234
560	14977.89105
561	14969.17974
562	14965.30542
563	14953.4152
564	14951.06231
565	14947.52522
566	14939.25675
567	14934.06945
568	14930.61894
569	14922.07408
570	14907.71329
571	14898.34044
572	14893.72521
573	14885.51762
574	14880.77654
575	14875.17239
576	14864.65968
577	14856.50982
578	14849.82139
579	14844.96791
580	14835.14835
581	14831.17588
582	14825.7439
583	14819.9614
584	14817.20576
585	14809.98616
586	14803.41806
587	14797.20228
588	14784.1098
589	14777.1434
590	14773.51154
591	14761.12704
592	14758.19917
593	14751.32574
594	14746.90249
595	14741.52495
596	14736.4915
597	14725.5104
598	14720.12779
599	14715.88458
600	14711.32764
601	14705.35899
602	14700.64114
603	14696.19351
604	14693.63052
605	14687.86286
606	14679.5636
607	14677.2479
608	14673.73514
609	14664.05085
610	14659.15792
611	14653.67248
612	14651.61903
613	14638.20957
614	14635.80758
615	14627.86552
616	14624.73706
617	14619.75458
618	14611.11141
619	14605.56057
620	14601.35864
621	14597.55177
622	14593.09406
623	14583.7748
624	14579.66518
625	14572.51369
626	14567.6391
627	14560.01209
628	14551.29403
629	14545.47857
630	14539.31664
631	14530.64879
632	14525.53092
633	14517.5954
634	14507.52699
635	14502.45733
636	14497.00013
637	14494.97935
638	14493.29441
639	14488.65933
640	14482.5995
641	14472.79715
642	14469.68513
643	14466.992
644	14463.80507
645	14452.70889
646	14449.77299
647	14444.39342
648	14435.51404
649	14430.99794
650	14428.64019
651	14424.85731
652	14419.4464
653	14415.21066
654	14407.21276
655	14401.13668
656	14395.71002
657	14388.91863
658	14384.2919
659	14378.83381
660	14372.97921
661	14369.55858
662	14365.42718
663	14356.67449
664	14354.57053
665	14349.82515
666	14340.32048
667	14332.21891
668	14327.38123
669	14323.40841
670	14322.4845
671	14318.73217
672	14315.62303
673	14308.88701
674	14305.02202
675	14298.8901
676	14295.82641
677	14287.1527
678	14279.63799
679	14275.26389
680	14268.43878
681	14264.14358
682	14257.92454
683	14253.55505
684	14248.91501
685	14243.65731
686	14237.35114
687	14230.91994
688	14227.56068
689	14219.83531
690	14215.94537
691	14212.38514
692	14210.04664
693	14205.03164
694	14198.16478
695	14191.14977
696	14188.68846
697	14183.9901
698	14178.18288
699	14176.07943
700	14172.54112
701	14166.00876
702	14162.85525
703	14156.11794
704	14153.17235
705	14141.66765
706	14137.74023
707	14135.56595
708	14130.20252
709	14126.41696
710	14122.70328
711	14116.46428
712	14114.54169
713	14106.97607
714	14104.74542
715	14100.68191
716	14093.07399
717	14087.14093
718	14084.28895
719	14077.54713
720	14074.17967
721	14071.40252
722	14063.29709
723	14056.58914
724	14049.68514
725	14041.39624
726	14037.01648
727	14034.67134
728	14029.71178
729	14026.4958
730	14023.11954
731	14019.75381
732	14007.92584
733	14002.56652
734	13996.25811
735	13990.52165
736	13983.96576
737	13980.66314
738	13977.46481
739	13970.51007
740	13966.78589
741	13960.12901
742	13953.63897
743	13951.06577
744	13946.46996
745	13939.93477
746	13937.72899
747	13936.04568
748	13933.46511
749	13929.90133
750	13923.71611
751	13921.53898
752	13920.35222
753	13917.25085
754	13905.76973
755	13900.83262
756	13897.01747
757	13892.13567
758	13886.65598
759	13882.99317
760	13879.83398
761	13877.45379
762	13874.23967
763	13866.99263
764	13864.65592
765	13856.43469
766	13853.26857
767	13850.79263
768	13848.35003
769	13843.05682
770	13839.60158
771	13835.32708
772	13828.01049
773	13824.60663
774	13823.24193
775	13816.22721
776	13810.46718
777	13805.38488
778	13800.29766
779	13793.68359
780	13791.60733
781	13789.42498
782	13779.69905
783	13777.92198
784	13774.49627
785	13770.5859
786	13766.41421
787	13763.76366
788	13762.30261
789	13759.36009
790	13753.63987
791	13751.722
792	13749.87634
793	13739.1417
794	13731.91345
795	13730.89239
796	13727.18397
797	13724.25491
798	13722.50188
799	13719.36715
800	13713.50857
801	13704.12071
802	13702.20109
803	13692.05559
804	13689.24584
805	13683.31266
806	13681.08069
807	13677.82714
808	13672.10467
809	13669.2965
810	13665.71633
811	13657.50815
812	13654.15428
813	13651.6988
814	13645.20879
815	13640.53528
816	13626.5482
817	13621.93716
818	13619.29308
819	13616.59428
820	13615.05245
821	13612.61718
822	13602.61299
823	13596.30266
824	13591.16
825	13585.74504
826	13583.08088
827	13580.5382
828	13575.43075
829	13573.84775
830	13572.29191
831	13568.12054
832	13562.09919
833	13560.35533
834	13556.67599
835	13552.38535
836	13547.7756
837	13543.37125
838	13538.87495
839	13531.96491
840	13527.36832
841	13517.03274
842	13512.91967
843	13509.90215
844	13508.86162
845	13504.74501
846	13503.12997
847	13498.8689
848	13493.28733
849	13491.47819
850	13482.02117
851	13477.43112
852	13474.69756
853	13469.0866
854	13466.41069
855	13465.27476
856	13460.77468
857	13456.03382
858	13453.20742
859	13451.9889
860	13447.78291
861	13442.03108
862	13440.16925
863	13437.26958
864	13434.86445
865	13429.87332
866	13424.84461
867	13421.7716
868	13420.51323
869	13415.26374
870	13411.21965
871	13409.03171
872	13405.98342
873	13400.43916
874	13398.95011
875	13394.98607
876	13393.23262
877	13389.26471
878	13385.47915
879	13383.85797
880	13379.84679
881	13377.0535
882	13375.69709
883	13368.64035
884	13365.73333
885	13362.65419
886	13361.68609
887	13360.73927
888	13356.72889
889	13353.44822
890	13351.20239
891	13345.98882
892	13343.15562
893	13340.8531
894	13336.50546
895	13332.09466
896	13329.14641
897	13326.59074
898	13323.23614
899	13317.28458
900	13314.62626
901	13310.87143
902	13309.98284
903	13304.41896
904	13301.26407
905	13299.60991
906	13298.70222
907	13296.34673
908	13293.64689
909	13291.0865
910	13288.59148
911	13284.56122
912	13279.94085
913	13274.51716
914	13268.51274
915	13262.7297
916	13260.17538
917	13258.66503
918	13256.68052
919	13253.56955
920	13251.34235
921	13247.32811
922	13239.26733
923	13234.35615
924	13231.15706
925	13226.25004
926	13224.1048
927	13219.25502
928	13214.48822
929	13212.52058
930	13208.06509
931	13203.59601
932	13200.03744
933	13199.46734
934	13196.21968
935	13195.28526
936	13191.75077
937	13188.71574
938	13184.04742
939	13177.98847
940	13175.5337
941	13170.83192
942	13167.89989
943	13165.47057
944	13162.82093
945	13160.25696
946	13156.21555
947	13154.50845
948	13151.64948
949	13146.75281
950	13140.62722
951	13138.77976
952	13135.37059
953	13131.11333
954	13130.032
955	13125.96653
956	13121.84811
957	13118.28962
958	13116.46426
959	13112.62154
960	13109.34885
961	13106.21544
962	13101.13219
963	13098.90313
964	13095.91673
965	13093.13515
966	13087.44072
967	13085.50892
968	13083.52299
969	13080.4981
970	13074.08653
971	13072.44771
972	13069.95895
973	13065.17731
974	13062.19426
975	13056.94244
976	13053.32612
977	13049.48946
978	13047.33168
979	13043.31034
980	13039.35075
981	13036.9566
982	13032.8744
983	13029.5895
984	13025.46491
985	13022.3908
986	13018.48345
987	13016.48953
988	13014.70346
989	13009.74104
990	13007.91684
991	13003.80341
992	12999.26385
993	12996.75066
994	12995.73555
995	12990.52798
996	12987.6411
997	12984.6707
998	12981.71703
999	12978.35928
