iter	RMSE
882	49044.36733
883	49028.70973
884	49013.32566
885	48982.3564
886	48945.00889
887	48944.7741
888	48926.39656
889	48867.45041
890	48840.61054
891	48826.54828
892	48811.69991
893	48792.5802
894	48776.07581
895	48755.28425
896	48726.82805
897	48709.27639
898	48695.86967
899	48663.88649
900	48648.94059
901	48639.3769
902	48616.93788
903	48598.67459
904	48596.59874
905	48579.37673
906	48559.60749
907	48542.46403
908	48521.6859
909	48485.14344
910	48469.39076
911	48463.49423
912	48442.77941
913	48434.72687
914	48423.44645
915	48405.41627
916	48394.11593
917	48393.89787
918	48373.26293
919	48356.40776
920	48324.18082
921	48304.63826
922	48294.27114
923	48231.66537
924	48213.63809
925	48193.70819
926	48174.7402
927	48171.51329
928	48148.33334
929	48110.63609
930	48091.30541
931	48066.92914
932	48045.74764
933	48023.61134
934	48000.75532
935	47983.06265
936	47977.30173
937	47957.97604
938	47953.74729
939	47909.02984
940	47898.38448
941	47881.8177
942	47861.465
943	47844.85996
944	47810.15931
945	47798.94595
946	47782.95743
947	47762.28439
948	47735.08419
949	47711.95319
950	47699.89022
951	47671.26391
952	47656.20263
953	47645.17983
954	47616.60116
955	47606.27226
956	47589.08842
957	47573.55237
958	47566.50394
959	47547.38509
960	47529.96941
961	47510.8819
962	47491.16857
963	47486.54445
964	47474.13646
965	47457.74633
966	47448.62158
967	47434.16694
968	47419.61956
969	47412.02704
970	47395.15093
971	47380.62966
972	47357.66425
973	47353.9016
974	47326.08015
975	47294.28303
976	47258.10879
977	47236.9336
978	47210.19373
979	47188.74369
980	47176.11102
981	47166.01102
982	47150.16545
983	47125.90198
984	47123.55783
985	47105.16759
986	47089.4008
987	47074.37466
988	47053.24924
989	47031.5141
990	47015.27415
991	46996.1534
992	46986.80224
993	46975.09833
994	46953.97979
995	46937.96248
996	46937.77255
997	46927.07387
998	46921.91352
999	46903.56813
