Year,Company,Model,Transmission,Kms_Driven,ownership,Fuel_Type,Passing,Area,Price
2016,Honda,City,Manual,50688,2nd Owner,Petrol,MH-04,Navi Mumbai,625000
2011,Hyundai,i20,Manual,32176,1st Owner,Petrol,DL-7C,Noida,280000
2021,Hyundai,NEW SANTRO,Manual,39295,1st Owner,CNG,DL-9C,New Delhi,583000
2017,Hyundai,Grand i10,Automatic,27924,1st Owner,Petrol,MH-02,Mumbai,545000
2018,Tata,Tiago,Automatic,25869,3rd Owner,Petrol,MH-03,Mumbai,402000
2020,Honda,City,Manual,17622,2nd Owner,Petrol,MH-13,Pune,1102000
2016,Maruti,Baleno,Manual,58040,1st Owner,Petrol,MH-47,Mumbai,517000
2017,Hyundai,Creta,Manual,41631,2nd Owner,Petrol,MH-47,Mumbai,803000
2017,Honda,City,Manual,43872,2nd Owner,Petrol,TS-09,Hyderabad,770000
2020,Hyundai,Elite i20,Manual,28342,2nd Owner,Petrol,KL-02,Kochi,645000
2021,Renault,Kiger,Manual,15991,1st Owner,Petrol,DL-3C,New Delhi,745000
2016,Hyundai,Grand i10,Manual,26713,3rd Owner,Petrol,WB-02,Kolkata,314000
2021,Datsun,Redi Go,Manual,1415,2nd Owner,Petrol,UP-32,Lucknow,375000
2018,Maruti,Ciaz,Manual,27480,1st Owner,Petrol,GJ-01,Ahmedabad,707000
2021,Mahindra,XUV500,Manual,22865,1st Owner,Diesel,GJ-01,Ahmedabad,1418000
2013,Maruti,Swift,Manual,113498,1st Owner,Diesel,KA-19,Bengaluru,465000
2015,Hyundai,Elite i20,Manual,62978,3rd Owner,Petrol,TN-09,Chennai,539000
2017,Ford,Ecosport,Manual,52450,2nd Owner,Petrol,HR-26,New Delhi,551000
2017,Maruti,IGNIS,Automatic,59293,1st Owner,Petrol,HR-26,Faridabad,577000
2010,Hyundai,i10,Manual,95457,1st Owner,Petrol,DL-12,Noida,170000
2018,Datsun,Go Plus,Manual,15832,1st Owner,Petrol,MH-48,Nagpur,378000
2016,Honda,Amaze,Manual,104655,1st Owner,Petrol,HR-26,Gurugram,482000
2012,Honda,Brio,Manual,55093,2nd Owner,Petrol,KA-01,Bengaluru,341000
2015,Skoda,Rapid,Automatic,106814,1st Owner,Diesel,KA-51,Bengaluru,536000
2013,Maruti,Ertiga,Manual,112343,1st Owner,Petrol,KA-19,Bengaluru,593000
2016,Maruti,Ciaz,Manual,64162,1st Owner,Petrol,HR-26,Faridabad,505000
2018,Maruti,Alto K10,Manual,89919,1st Owner,Petrol,KA-04,Bengaluru,333000
2016,Honda,Jazz,Manual,36968,1st Owner,Petrol,DL-4C,Noida,545000
2018,Hyundai,Eon,Manual,19450,1st Owner,Petrol,GJ-05,Surat,311000
2017,Ford,Ecosport,Automatic,35660,2nd Owner,Petrol,TN-10,Chennai,805000
2014,Datsun,Go,Manual,62884,1st Owner,Petrol,WB-24,Kolkata,179000
2012,Hyundai,i20,Manual,111571,2nd Owner,Diesel,KA-04,Bengaluru,380000
2018,Maruti,Swift,Automatic,22239,1st Owner,Petrol,KA-01,Bengaluru,680000
2018,Maruti,Alto 800,Manual,52646,1st Owner,Petrol,GJ-38,Ahmedabad,321000
2013,Maruti,Wagon R 1.0,Manual,31462,2nd Owner,Petrol,MH-05,Mumbai,264000
2018,Honda,Amaze,Manual,28483,2nd Owner,Petrol,TN-14,Chennai,659000
2022,Maruti,Baleno,Manual,8690,1st Owner,Petrol,GJ-06,Ahmedabad,784000
2017,Maruti,Wagon R 1.0,Manual,62162,1st Owner,CNG,MH-05,Mumbai,374000
2017,Maruti,Swift,Manual,74397,1st Owner,Petrol,GJ-06,Ahmedabad,470000
2015,Maruti,Ciaz,Manual,59890,2nd Owner,Petrol,HR-26,New Delhi,462000
2021,Maruti,S Cross,Manual,17916,1st Owner,Petrol,UP-85,Noida,839000
2020,Hyundai,VENUE,Manual,61919,1st Owner,Diesel,KA-05,Bengaluru,1015000
2018,Hyundai,Grand i10,Manual,71156,1st Owner,Diesel,MH-48,Mumbai,491000
2016,Maruti,Ciaz,Manual,75694,2nd Owner,Petrol,TS-09,Hyderabad,567000
2015,Maruti,Wagon R 1.0,Manual,69581,2nd Owner,Petrol,KA-03,Bengaluru,383000
2018,Maruti,Vitara Brezza,Automatic,50643,2nd Owner,Diesel,TS-09,Hyderabad,986000
2021,Renault,Kwid,Manual,20531,1st Owner,Petrol,MH-14,Pune,470000
2020,Maruti,Vitara Brezza,Manual,40725,1st Owner,Petrol,GJ-24,Ahmedabad,862000
2021,Renault,Kwid,Automatic,18707,1st Owner,Petrol,KA-55,Bengaluru,552000
2016,Maruti,Baleno,Manual,63142,1st Owner,Petrol,GJ-15,Surat,496000
2015,Hyundai,Grand i10,Manual,92259,1st Owner,CNG,GJ-05,Surat,425000
2021,Maruti,New Wagon-R,Manual,54496,1st Owner,CNG,UP-14,Noida,609000
2020,Maruti,Dzire,Automatic,40394,2nd Owner,Petrol,KA-04,Bengaluru,731000
2018,Hyundai,Creta,Manual,50388,2nd Owner,Petrol,MH-02,Navi Mumbai,759000
2021,Tata,NEXON,Manual,19886,1st Owner,Diesel,TS-19,Hyderabad,1080000
2021,Hyundai,GRAND I10 NIOS,Manual,77450,1st Owner,CNG,UP-32,Lucknow,655000
2014,Maruti,Wagon R 1.0,Manual,52914,1st Owner,Petrol,TN-22,Chennai,364000
2020,Hyundai,VENUE,Manual,30050,1st Owner,Diesel,TN-14,Chennai,935000
2014,Honda,City,Manual,101063,1st Owner,Petrol,MH-46,Mumbai,519000
2019,Hyundai,Grand i10,Manual,27227,2nd Owner,Petrol,KA-04,Bengaluru,587000
2019,Hyundai,GRAND I10 NIOS,Manual,18111,1st Owner,Petrol,GJ-06,Ahmedabad,654000
2018,Hyundai,Eon,Manual,27243,1st Owner,Petrol,MH-15,Nasik,348000
2016,Maruti,Alto K10,Automatic,45652,1st Owner,Petrol,DL-14,Ghaziabad,337000
2019,Maruti,New Wagon-R,Manual,40767,1st Owner,CNG,UP-14,Noida,545000
2022,Maruti,Celerio,Manual,3949,1st Owner,Petrol,MH-15,Mumbai,572000
2017,Honda,Amaze,Manual,97313,2nd Owner,Petrol,DL-14,New Delhi,401000
2018,Hyundai,Elite i20,Manual,40826,2nd Owner,Petrol,DL-4C,New Delhi,546000
2015,Maruti,Wagon R 1.0,Manual,87375,1st Owner,Petrol,MH-40,Nagpur,331000
2018,Maruti,IGNIS,Automatic,79151,1st Owner,Petrol,TS-07,Hyderabad,641000
2019,Renault,TRIBER,Manual,68616,1st Owner,Petrol,MH-12,Pune,609000
2018,Skoda,Rapid,Automatic,38556,1st Owner,Petrol,TS-09,Hyderabad,844000
2018,Datsun,Redi Go,Manual,25775,2nd Owner,Petrol,DL-8C,Noida,249000
2018,Skoda,Rapid,Automatic,53230,1st Owner,Petrol,KL-41,Kochi,880000
2015,Maruti,Alto 800,Manual,88047,1st Owner,Petrol,HR-14,Noida,253000
2012,Hyundai,Verna,Manual,104113,2nd Owner,Petrol,MH-03,Pune,358000
2017,Hyundai,Creta,Manual,72313,2nd Owner,Petrol,KA-51,Bengaluru,956000
2019,Tata,Tiago,Automatic,14076,1st Owner,Petrol,MH-12,Pune,601000
2020,Honda,City,Automatic,20009,1st Owner,Petrol,KA-01,Bengaluru,1231000
2013,Volkswagen,Vento,Automatic,102566,2nd Owner,Petrol,MH-04,Mumbai,356000
2013,Hyundai,Verna,Manual,71713,1st Owner,Petrol,GJ-05,Surat,455000
2020,Skoda,Rapid,Manual,20946,2nd Owner,Petrol,WB-02,Kolkata,780000
2021,Mahindra,MARAZZO,Manual,19661,1st Owner,Diesel,TS-08,Hyderabad,1331350
2018,Renault,Kwid,Manual,72337,1st Owner,Petrol,KA-19,Bengaluru,324000
2016,Maruti,Celerio,Automatic,90249,1st Owner,Petrol,TN-12,Chennai,396000
2017,Hyundai,Grand i10,Manual,120542,1st Owner,CNG,MH-12,Pune,466000
2015,Hyundai,Grand i10,Manual,101067,2nd Owner,Petrol,DL-8C,Gurugram,335000
2019,Maruti,Baleno,Manual,35545,1st Owner,Petrol,TS-10,Hyderabad,772000
2021,Hyundai,VENUE,Manual,11584,1st Owner,Petrol,CH-01,Chandigarh,799000
2016,Hyundai,Elite i20,Manual,44230,2nd Owner,Petrol,WB-06,Kolkata,437000
2017,Maruti,Wagon R 1.0,Manual,28568,1st Owner,Petrol,MH-03,Pune,371000
2017,Hyundai,Grand i10,Manual,34868,1st Owner,Petrol,TN-05,Chennai,538000
2015,Hyundai,Grand i10,Manual,25452,1st Owner,Petrol,KA-02,Bengaluru,542000
2018,Maruti,Vitara Brezza,Manual,90598,2nd Owner,Diesel,UP-32,Lucknow,701000
2018,Ford,Ecosport,Manual,54937,2nd Owner,Diesel,WB-02,Kolkata,668000
2014,Honda,Brio,Manual,46390,1st Owner,Petrol,GJ-05,Surat,371000
2017,Renault,Kwid,Automatic,39699,2nd Owner,Petrol,MH-12,Pune,312000
2020,Maruti,Swift,Manual,76419,1st Owner,Petrol,TN-11,Chennai,630000
2020,Volkswagen,Polo,Manual,40019,1st Owner,Petrol,TS-08,Hyderabad,838000
2018,Hyundai,Creta,Manual,63888,1st Owner,Petrol,TS-08,Hyderabad,844000
2015,Toyota,Etios,Manual,61984,2nd Owner,Diesel,UP-14,Lucknow,500000
2018,Maruti,Ciaz,Manual,83314,1st Owner,Petrol,GJ-05,Ahmedabad,627000
2017,Maruti,Celerio,Automatic,47734,2nd Owner,Petrol,TN-12,Chennai,414000
2019,Datsun,Redi Go,Manual,37238,1st Owner,Petrol,HR-12,Faridabad,323000
2019,Honda,Amaze,Automatic,45560,1st Owner,Petrol,KA-03,Bengaluru,775000
2018,Datsun,Go Plus,Manual,29855,1st Owner,Petrol,MH-05,Pune,393000
2017,Maruti,IGNIS,Automatic,26871,1st Owner,Petrol,TS-07,Hyderabad,558000
2011,Maruti,Swift,Manual,49595,2nd Owner,Petrol,AP-29,Hyderabad,309000
2018,Maruti,Alto 800,Manual,37811,1st Owner,Petrol,TS-09,Hyderabad,317000
2015,Hyundai,Grand i10,Manual,89318,1st Owner,Petrol,GJ-18,Ahmedabad,430000
2021,Nissan,MAGNITE,Manual,32806,1st Owner,Petrol,TN-32,Chennai,820000
2015,Hyundai,Grand i10,Manual,75409,1st Owner,CNG,GJ-01,Ahmedabad,458000
2015,Maruti,Wagon R 1.0,Automatic,64186,2nd Owner,Petrol,TS-07,Hyderabad,405000
2015,Honda,City,Automatic,67240,2nd Owner,Petrol,DL-8C,Noida,684000
2016,Volkswagen,Ameo,Automatic,29839,2nd Owner,Diesel,MH-02,Pune,604000
2014,Hyundai,i10,Manual,66490,1st Owner,Petrol,DL-10,Noida,294000
2020,Skoda,Rapid,Manual,11633,1st Owner,Petrol,KA-05,Bengaluru,899000
2022,Renault,TRIBER,Automatic,29302,1st Owner,Petrol,TS-07,Hyderabad,801000
2014,Maruti,Swift Dzire,Manual,90396,1st Owner,Diesel,TS-07,Hyderabad,500000
2019,Maruti,Baleno,Automatic,29008,2nd Owner,Petrol,UP-16,Ghaziabad,762000
2016,Hyundai,Creta,Automatic,93104,1st Owner,Petrol,TS-07,Hyderabad,1011000
2018,Maruti,Vitara Brezza,Automatic,75774,1st Owner,Diesel,MH-14,Pune,892000
2011,Hyundai,i10,Manual,56652,2nd Owner,Petrol,DL-1C,New Delhi,217000
2018,Maruti,Ciaz,Manual,63856,1st Owner,Petrol,UP-16,Noida,794000
2017,Maruti,Alto 800,Manual,12277,1st Owner,Petrol,GJ-15,Surat,320000
2015,Maruti,Baleno,Manual,55183,1st Owner,Petrol,TN-07,Chennai,567000
2012,Maruti,Swift,Manual,106516,1st Owner,Diesel,KA-01,Bengaluru,470000
2019,Maruti,Swift,Automatic,70314,1st Owner,Petrol,KA-05,Bengaluru,698000
2018,Honda,Jazz,Automatic,55412,1st Owner,Petrol,UP-32,Lucknow,720000
2021,Datsun,Go Plus,Manual,48957,1st Owner,Petrol,TS-25,Hyderabad,584000
2019,Maruti,Swift,Manual,41945,1st Owner,Petrol,GJ-01,Ahmedabad,621000
2018,Maruti,Baleno,Manual,47744,1st Owner,Petrol,MH-43,Mumbai,596000
2015,Maruti,Celerio,Manual,17140,1st Owner,Petrol,MH-12,Pune,439000
2017,Renault,Kwid,Manual,62826,1st Owner,Petrol,HR-12,Gurugram,267000
2012,Maruti,Swift Dzire,Manual,45622,1st Owner,Petrol,MH-03,Navi Mumbai,340000
2019,Maruti,Dzire,Automatic,59197,1st Owner,Petrol,KA-01,Bengaluru,694000
2014,Maruti,Swift Dzire,Manual,52515,1st Owner,Petrol,DL-12,Noida,377000
2017,Renault,Kwid,Automatic,70775,2nd Owner,Petrol,KA-08,Bengaluru,395000
2019,Volkswagen,Vento,Automatic,33488,1st Owner,Petrol,KA-03,Bengaluru,917000
2021,Skoda,Rapid,Manual,88050,2nd Owner,Petrol,RJ-45,Mansarovar,907350
2019,Maruti,Swift,Manual,63802,2nd Owner,Petrol,TS-07,Hyderabad,681000
2018,Maruti,Wagon R 1.0,Manual,32594,2nd Owner,Petrol,HR-87,Gurugram,379000
2019,Honda,City,Automatic,96940,1st Owner,Petrol,AP-39,Hyderabad,940000
2013,Hyundai,Grand i10,Manual,67389,1st Owner,Petrol,MH-02,Mumbai,347000
2018,Maruti,Wagon R 1.0,Automatic,40468,1st Owner,Petrol,GJ-01,Ahmedabad,442000
2018,Hyundai,Verna,Manual,63537,2nd Owner,Diesel,PB-23,Chandigarh,844000
2017,Maruti,IGNIS,Automatic,18159,1st Owner,Petrol,KA-51,Bengaluru,644000
2014,Hyundai,Santro Xing,Manual,10861,1st Owner,Petrol,DL-9C,New Delhi,264000
2014,Honda,City,Manual,52927,1st Owner,Petrol,HR-26,Gurugram,665000
2016,Hyundai,Grand i10,Manual,53814,1st Owner,Petrol,KA-02,Bengaluru,533000
2011,Maruti,Alto K10,Manual,69551,1st Owner,Petrol,KA-01,Bengaluru,248000
2013,Toyota,Etios,Manual,97358,2nd Owner,Petrol,KA-51,Bengaluru,394000
2014,Maruti,Alto 800,Manual,31933,2nd Owner,Petrol,AP-28,Hyderabad,277000
2018,Maruti,Celerio X,Automatic,124932,1st Owner,Petrol,UP-32,Lucknow,412000
2012,Honda,Civic,Automatic,56446,2nd Owner,Petrol,UP-32,Lucknow,520000
2014,Maruti,Celerio,Manual,45462,1st Owner,CNG,MH-12,Nagpur,373000
2019,Hyundai,NEW SANTRO,Manual,38237,2nd Owner,Petrol,KL-18,Kochi,394000
2018,Datsun,Go Plus,Manual,44225,1st Owner,CNG,DL-14,Noida,362000
2021,Hyundai,AURA,Manual,3525,1st Owner,Petrol,WB-26,Kolkata,685000
2020,Maruti,Baleno,Manual,22610,1st Owner,Petrol,UP-14,Ghaziabad,654000
2018,Maruti,IGNIS,Automatic,43453,1st Owner,Petrol,PB-91,Chandigarh,463000
2019,Hyundai,Grand i10,Manual,97567,1st Owner,CNG,GJ-27,Ahmedabad,543000
2016,Honda,City,Manual,66638,1st Owner,Petrol,UP-32,Lucknow,565500
2017,Maruti,Baleno,Automatic,94529,1st Owner,Petrol,DL-9C,Noida,528000
2017,Hyundai,Elite i20,Manual,29041,1st Owner,Petrol,KA-53,Bengaluru,711000
2019,Hyundai,Elite i20,Manual,18690,1st Owner,Petrol,TS-12,Hyderabad,751000
2018,Hyundai,Grand i10,Manual,10911,2nd Owner,Petrol,GJ-18,Ahmedabad,532000
2020,Maruti,Alto,Manual,27993,1st Owner,CNG,MH-12,Pune,445000
2019,Maruti,Dzire,Automatic,20199,2nd Owner,Petrol,TS-13,Hyderabad,703000
2020,Maruti,Celerio X,Manual,20796,1st Owner,Petrol,WB-24,Kolkata,434000
2020,Hyundai,VENUE,Manual,11925,1st Owner,Petrol,BR-01,Patna,1021000
2016,Hyundai,Grand i10,Manual,21674,2nd Owner,Petrol,TN-14,Chennai,446000
2015,Volkswagen,Polo,Automatic,69667,2nd Owner,Petrol,PB-10,Ludhiana,537000
2017,Maruti,Baleno,Manual,54407,1st Owner,Petrol,HR-26,Faridabad,564000
2016,Maruti,Swift Dzire,Manual,56176,1st Owner,Petrol,TN-09,Chennai,566000
2017,Honda,BR-V,Manual,88228,1st Owner,Petrol,GJ-01,Ahmedabad,737000
2011,Hyundai,i10,Automatic,71144,2nd Owner,Petrol,MH-02,Pune,296000
2022,Honda,Jazz,Automatic,11365,1st Owner,Petrol,TS-13,Hyderabad,947000
2014,Hyundai,Grand i10,Manual,45050,1st Owner,Petrol,TN-11,Chennai,446000
2017,Ford,Ecosport,Automatic,67481,2nd Owner,Petrol,KA-03,Bengaluru,726000
2016,Maruti,Swift,Manual,62648,1st Owner,Petrol,TS-07,Hyderabad,506000
2020,Skoda,Rapid,Manual,47239,1st Owner,Petrol,MH-43,Mumbai,744000
2019,Mahindra,XUV500,Manual,95338,1st Owner,Diesel,UP-14,Noida,885000
2017,Honda,WR-V,Manual,37815,1st Owner,Petrol,UP-32,Lucknow,557000
2021,Maruti,Baleno,Manual,13473,1st Owner,Petrol,DL-2C,Noida,723000
2018,Renault,Kwid,Manual,40588,1st Owner,Petrol,TS-08,Hyderabad,374000
2015,Maruti,Ciaz,Automatic,111035,1st Owner,Petrol,GJ-05,Surat,512000
2016,Maruti,Wagon R 1.0,Manual,64642,1st Owner,Petrol,DL-2C,Noida,359000
2018,Datsun,Redi Go,Automatic,65548,1st Owner,Petrol,UP-16,Noida,252000
2016,Hyundai,Eon,Manual,68336,2nd Owner,Petrol,TS-07,Hyderabad,311000
2017,Hyundai,Grand i10,Manual,35740,1st Owner,Petrol,MH-12,Pune,526000
2011,Maruti,Wagon R 1.0,Manual,71209,1st Owner,CNG,DL-9C,Noida,216000
2022,Renault,Kwid,Manual,6624,1st Owner,Petrol,DL-12,Faridabad,509000
2018,Maruti,Alto 800,Manual,9370,1st Owner,Petrol,MH-46,Mumbai,336000
2017,Maruti,Alto K10,Manual,35112,2nd Owner,Petrol,KA-22,Bengaluru,345000
2020,Maruti,Baleno,Manual,39705,1st Owner,Petrol,MP-13,Lasudia Mori,636000
2016,Hyundai,Grand i10,Manual,71337,1st Owner,Petrol,GJ-06,Ahmedabad,451000
2010,Honda,Jazz,Manual,90448,2nd Owner,Petrol,KA-51,Bengaluru,337000
2019,Honda,Amaze,Manual,54034,1st Owner,Petrol,GJ-01,Ahmedabad,600000
2018,Maruti,Vitara Brezza,Automatic,50481,1st Owner,Diesel,HR-26,New Delhi,772000
2018,Mahindra,Scorpio,Manual,63305,1st Owner,Diesel,BR-01,Patna,1002000
2014,Maruti,Swift,Manual,52802,2nd Owner,Petrol,KA-05,Bengaluru,514000
2017,Maruti,Baleno,Automatic,106665,1st Owner,Petrol,TS-11,Hyderabad,600000
2019,Maruti,Vitara Brezza,Manual,68272,1st Owner,Diesel,PB-91,Chandigarh,767000
2014,Honda,Brio,Manual,50670,2nd Owner,Petrol,TS-12,Hyderabad,418000
2018,Renault,Kwid,Automatic,71789,1st Owner,Petrol,KA-05,Bengaluru,406000
2020,Hyundai,NEW SANTRO,Manual,85312,1st Owner,CNG,UP-32,Lucknow,491000
2019,Maruti,Baleno,Manual,44470,1st Owner,Petrol,UP-32,Lucknow,630000
2016,Hyundai,Grand i10,Manual,34488,1st Owner,Petrol,TS-13,Hyderabad,511000
2019,Maruti,Ciaz,Manual,54996,1st Owner,Petrol,GJ-19,Surat,706000
2018,Hyundai,Eon,Manual,26726,1st Owner,Petrol,MH-46,Mumbai,374000
2018,Hyundai,Eon,Manual,24605,1st Owner,Petrol,TN-37,Coimbatore,386000
2016,Maruti,Ciaz,Manual,26983,1st Owner,Petrol,HR-26,Faridabad,673000
2018,Maruti,Alto K10,Manual,47248,1st Owner,Petrol,PB-19,Chandigarh,375000
2017,Honda,Brio,Manual,44735,1st Owner,Petrol,MH-40,Navi Mumbai,376000
2021,Tata,Tiago,Manual,13512,1st Owner,Petrol,GJ-01,Ahmedabad,579000
2021,Honda,WR-V,Manual,8125,1st Owner,Petrol,HR-51,Gurugram,933000
2011,Maruti,Wagon R 1.0,Manual,79945,2nd Owner,Petrol,KA-53,Bengaluru,288000
2015,Hyundai,i10,Manual,45815,1st Owner,Petrol,MH-04,Mumbai,350000
2015,Hyundai,Grand i10,Manual,63143,1st Owner,Petrol,WB-08,Kolkata,369000
2017,Maruti,Alto 800,Manual,76580,1st Owner,Petrol,TS-07,Hyderabad,302000
2018,Maruti,Vitara Brezza,Automatic,64822,1st Owner,Diesel,MH-47,Navi Mumbai,827000
2015,Hyundai,i20 Active,Manual,62593,1st Owner,Petrol,UP-78,Noida,516000
2013,Maruti,Swift,Manual,70694,1st Owner,Petrol,KA-53,Bengaluru,499000
2018,Maruti,Celerio,Manual,37934,1st Owner,Petrol,HR-72,Rohtak,357000
2019,Maruti,Swift,Manual,39280,2nd Owner,Petrol,GJ-05,Surat,572000
2021,Renault,Kwid,Manual,20542,1st Owner,Petrol,GJ-12,Rajkot,483000
2013,Maruti,Swift Dzire,Manual,50493,1st Owner,Petrol,MH-01,Mumbai,417000
2019,Toyota,Glanza,Automatic,63600,1st Owner,Petrol,PB-02,Chandigarh,819000
2018,Maruti,Celerio,Manual,32876,1st Owner,CNG,HR-85,Chandigarh,433000
2015,Maruti,Swift,Manual,43013,1st Owner,Petrol,GJ-01,Ahmedabad,508000
2011,Maruti,Ritz,Manual,68701,1st Owner,Diesel,KA-05,Bengaluru,382000
2018,Maruti,Ciaz,Automatic,92294,1st Owner,Petrol,MH-15,Mumbai,708000
2013,Maruti,Swift,Manual,92202,1st Owner,Diesel,WB-02,Kolkata,315000
2013,Hyundai,i20,Manual,59723,1st Owner,Petrol,KA-03,Bengaluru,455000
2020,Tata,ALTROZ,Manual,24268,1st Owner,Petrol,HR-26,Faridabad,717000
2016,Hyundai,Grand i10,Manual,42434,1st Owner,Petrol,TS-07,Hyderabad,504000
2011,Maruti,Alto,Manual,41014,1st Owner,Petrol,KA-05,Bengaluru,230000
2016,Maruti,Alto K10,Automatic,51321,1st Owner,Petrol,TS-07,Hyderabad,371000
2021,Mahindra,XUV 3OO,Manual,48096,1st Owner,Petrol,TS-10,Hyderabad,989000
2016,Hyundai,Verna,Automatic,69372,1st Owner,Petrol,MH-48,Mumbai,708000
2016,Maruti,Alto 800,Manual,99026,3rd Owner,Petrol,WB-06,Kolkata,207000
2016,Maruti,Swift Dzire,Manual,75883,1st Owner,CNG,MH-05,Navi Mumbai,483000
2019,Hyundai,Verna,Manual,66427,1st Owner,Petrol,TS-07,Hyderabad,974000
2020,Renault,Duster,Manual,30241,1st Owner,Petrol,TS-09,Hyderabad,998000
2020,Toyota,Glanza,Manual,38634,1st Owner,Petrol,HR-30,Gurugram,717000
2018,Honda,WR-V,Manual,38309,2nd Owner,Petrol,TN-13,Chennai,629000
2016,Tata,Bolt,Manual,90084,2nd Owner,CNG,GJ-05,Rajkot,382000
2018,Maruti,Baleno,Manual,52716,2nd Owner,Petrol,TS-08,Hyderabad,651000
2018,Maruti,Dzire,Automatic,70986,1st Owner,Petrol,RJ-14,Mansarovar,670000
2020,Mahindra,XUV 3OO,Manual,13631,1st Owner,Petrol,KA-18,Bengaluru,861000
2019,Maruti,Baleno,Manual,31867,1st Owner,Petrol,DL-8C,New Delhi,680000
2020,Maruti,S Cross,Manual,30385,1st Owner,Petrol,GJ-06,Ahmedabad,859000
2018,Maruti,Ciaz,Automatic,48468,2nd Owner,Petrol,TS-12,Hyderabad,797000
2018,Honda,Amaze,Manual,38814,1st Owner,Petrol,DL-14,Noida,627000
2014,Hyundai,i10,Manual,62815,2nd Owner,Petrol,DL-8C,Ghaziabad,283000
2018,Hyundai,Verna,Automatic,76654,1st Owner,Diesel,TS-07,Hyderabad,1012000
2016,Ford,Ecosport,Automatic,67889,1st Owner,Petrol,KA-02,Bengaluru,755000
2017,Maruti,Vitara Brezza,Manual,67646,1st Owner,Diesel,UP-65,Lucknow,644000
2020,Maruti,Ciaz,Manual,19472,1st Owner,Petrol,KA-04,Bengaluru,1070000
2016,Maruti,Baleno,Manual,36777,1st Owner,Petrol,MH-47,Mumbai,561000
2016,Maruti,Baleno,Manual,32996,2nd Owner,Petrol,KA-03,Bengaluru,568800
2018,Maruti,Swift,Manual,22518,2nd Owner,Petrol,MH-08,Nagpur,573000
2017,Hyundai,Elite i20,Manual,60372,1st Owner,Petrol,MH-46,Mumbai,567000
2021,Nissan,MAGNITE,Manual,48964,1st Owner,Petrol,GJ-27,Ahmedabad,798000
2018,Hyundai,Elite i20,Manual,22249,1st Owner,Petrol,KA-02,Bengaluru,752000
2015,Maruti,Ciaz,Manual,91435,2nd Owner,Petrol,DL-1C,Noida,517000
2014,Maruti,Wagon R 1.0,Manual,70510,1st Owner,Petrol,TS-09,Hyderabad,339000
2018,Hyundai,NEW SANTRO,Manual,28364,1st Owner,Petrol,MH-12,Pune,495200
2017,Maruti,Wagon R 1.0,Automatic,21940,1st Owner,Petrol,MH-01,Mumbai,467000
2017,Toyota,Corolla Altis,Automatic,75836,1st Owner,Petrol,DL-10,New Delhi,1089000
2018,Honda,Jazz,Manual,35099,1st Owner,Petrol,GJ-01,Ahmedabad,610000
2021,Maruti,Baleno,Manual,38708,1st Owner,Petrol,CH-01,Chandigarh,737000
2015,Maruti,Swift Dzire,Manual,71874,1st Owner,Petrol,MH-12,Pune,517000
2019,Honda,Amaze,Manual,26337,2nd Owner,Petrol,UP-37,Noida,621000
2014,Maruti,Celerio,Manual,81177,1st Owner,Petrol,MP-05,Lasudia Mori,316000
2017,Maruti,Swift,Manual,57938,1st Owner,Petrol,GJ-01,Ahmedabad,467000
2015,Mahindra,XUV500,Manual,96816,2nd Owner,Diesel,GJ-06,Ahmedabad,782000
2014,Hyundai,i10,Manual,45798,1st Owner,Petrol,KA-19,Bengaluru,333000
2013,Honda,City,Manual,45482,1st Owner,CNG,UP-16,Ghaziabad,443000
2019,Maruti,Vitara Brezza,Automatic,54125,2nd Owner,Diesel,HR-26,Gurugram,746000
2010,Maruti,Swift,Manual,49115,1st Owner,Petrol,DL-2C,Faridabad,203000
2010,Hyundai,i20,Manual,105007,3rd Owner,Petrol,MH-12,Pune,216000
2018,Hyundai,Verna,Automatic,10168,1st Owner,Petrol,GJ-06,Ahmedabad,1019000
2018,Maruti,Dzire,Manual,37741,1st Owner,Petrol,RJ-45,Mansarovar,629000
2017,Maruti,Wagon R 1.0,Manual,31637,2nd Owner,Petrol,TN-10,Chennai,464000
2018,Maruti,Ciaz,Manual,70211,1st Owner,Petrol,MH-12,Pune,600000
2019,Ford,Ecosport,Manual,45739,1st Owner,Petrol,HR-26,New Delhi,726000
2011,Maruti,Alto,Manual,107439,2nd Owner,Petrol,DL-3C,Gurugram,163000
2020,Hyundai,Elite i20,Manual,29678,2nd Owner,Petrol,PB-02,Ludhiana,702000
2018,Maruti,IGNIS,Automatic,68107,2nd Owner,Petrol,GJ-17,Ahmedabad,533000
2018,Datsun,Redi Go,Manual,44293,1st Owner,Petrol,DL-3C,Noida,243000
2021,Hyundai,NEW SANTRO,Manual,54826,1st Owner,CNG,DL-9C,Faridabad,534000
2018,Maruti,Swift,Manual,45234,1st Owner,Petrol,BR-01,Patna,568000
2012,Maruti,Ertiga,Manual,100274,1st Owner,Diesel,BR-01,Patna,416000
2019,Tata,Harrier,Manual,28315,1st Owner,Diesel,KA-05,Bengaluru,1612000
2020,Maruti,New Wagon-R,Manual,34900,1st Owner,CNG,UP-83,Lucknow,540000
2013,Skoda,Rapid,Manual,99137,2nd Owner,Diesel,KA-02,Bengaluru,370000
2022,Maruti,S PRESSO,Manual,3781,1st Owner,Petrol,HR-01,Gurugram,459000
2016,Hyundai,Elite i20,Manual,87062,1st Owner,Petrol,WB-02,Kolkata,451000
